Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
5125,CASH SAVER  /  E EUCLID AVE,I,1320 E  EUCLID AVE,DES MOINES,IA,50316,POINT (-93.603046031 41.628395017),11/01/2023
5727,ONE STOP SHOP #4 - DENISON,A,306 NORTH 7TH STREET,DENISON,IA,51442,POINT (-95.360485034 42.020441984),11/01/2023
5807,CASEY'S GENERAL STORE #1028 / MIDDLETOWN,A,75 MAIN ST,MIDDLETOWN,IA,52638,POINT (-91.254737001 40.826661997),11/01/2023
6215,MARLE HAY LIQUOR & SMOKE / DES MOINES,A,3408 MERLE HAY ROAD,DES MOINES,IA,50310,POINT (-93.698276018 41.625870011),11/01/2023
4603,KUM & GO #208 / SE 14TH DM,I,3200 SE 14TH ST,DES MOINES,IA,50320,POINT (-93.597559991 41.554963007),11/01/2023
5738,CASEY'S GENERAL STORE #3291,A,5110 HWY 13 N,COGGON,IA,52218,POINT (-91.529447364 42.23848731),11/01/2023
4126,SAM'S MAINSTREET MARKET / SOLON,A,123 E MAIN ST,SOLON,IA,52333,POINT (-91.49462028 41.806968237),11/01/2023
4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,A,6417 NORTHGLEN DR,JOHNSTON,IA,50131,POINT (-93.70535596 41.688044999),11/01/2023
3650,"SPIRITS, STOGIES AND STUFF",A,118 SOUTH MAIN ST.,HOLSTEIN,IA,51025,POINT (-95.544435035 42.48871599),11/01/2023
6091,HAWKEYE LIQUOR & TOBACCO / IOWA CITY,A,601 HOLLYWOOD BLVD STE 1,IOWA CITY,IA,52240,POINT (-91.527388492 41.643643627),11/01/2023
3813,CGI FOODS,I,104 NORTH FILLMORE,MOUNT AYR,IA,50854,POINT (-94.238384987 40.715461006),11/01/2023
6254,HY-VEE FAST AND FRESH / MARION,A,2790 7TH AVENUE,MARION,IA,52302,POINT (-91.582464972 42.033733),11/01/2023
3484,JEFF'S FOODS,A,110 W CEDAR ST,MARCUS,IA,51035,POINT (-95.808551989 42.825926995),11/01/2023
5537,PRONTO MARKET / SUMNER,A,117 W 1ST ST,SUMNER,IA,50674,POINT (-92.098713011 42.847182999),11/01/2023
5251,NORTHSIDE LIQUOR,I,1303 NORTH FEDERAL,MASON CITY,IA,50401,POINT (-93.200731023 43.163723016),11/01/2023
6116,TOBACCO OUTLET PLUS #561 / CEDAR FALLS,A,4116 UNIVERSITY AVE  STE 104-105,CEDAR FALLS,IA,50613,POINT (-92.407040984 42.506231988),11/01/2023
5377,CASEY'S GENERAL STORE # 2517/ ROCKWELL CITY,A,627 HIGH ST.,ROCKWELL CITY,IA,50579,POINT (-94.637185966 42.398654997),11/01/2023
6231,TRAER SHORT STOP / TRAER,A,217 SOUTH MAIN STREET,TRAER,IA,50675,POINT (-92.464946021 42.191958983),11/01/2023
4250,FAREWAY STORES #882 / ELDORA,A,1232 14TH ST,ELDORA,IA,50627,POINT (-93.101239006 42.361008014),11/01/2023
5673,CASEY'S GENERAL STORE #2821 / GLADBROOK,A,201 8TH ST,GLADBROOK,IA,50635,POINT (-92.718153006 42.181651002),11/01/2023
4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,A,3349 MT VERNON RD SE,CEDAR RAPIDS,IA,52403,POINT (-91.619059859 41.97637769),11/01/2023
6108,DOUBLE D LIQUOR STORE / WAUKON,A,618 ROSSVILLE RD,WAUKON,IA,52172,POINT (-91.473249025 43.262127984),11/01/2023
010241,"FAREWAY STORES, INC. #237 / LE CLAIRE",A,1301 EAGLE RIDGE ROAD,LE CLAIRE,IA,52753,POINT (-90.359991971 41.588211),11/01/2023
4798,WALGREENS #05721 / DES MOINES,A,3140 SE 14TH ST,DES MOINES,IA,50320,POINT (-93.598102971 41.556035011),11/01/2023
5294,YESWAY STORE # 10022/ WATERLOO,A,1976 FRANKLIN ST,WATERLOO,IA,50703,POINT (-92.314981032 42.494965998),11/01/2023
9951,WILDCAT DISTILLING / DUNCOMBE (SAMPLE),I,2652 235TH ST,DUNCOMBE,IA,50532,POINT (-94.074475027 42.446699982),11/01/2023
010123,OLY'S C STORE / JEFFERSON,I,208 WEST LINCOLN WAY,JEFFERSON,IA,50129,POINT (-94.376930974 42.01556401),11/01/2023
6084,CIRCLE K #22654123 / BOONE,A,315 STORY ST,BOONE,IA,50036,POINT (-93.880514015 42.059090017),11/01/2023
4904,LARCHWOOD QUICK STOP,I,832 BROADWAY ST,LARCHWOOD,IA,51241,POINT (-96.433868034 43.452549988),11/01/2023
6006,CASEY'S GENERAL STORE #2635 / JOHNSTON,A,10010 NW 62ND AVE,JOHNSTON,IA,50131,POINT (-93.756485988 41.672472009),11/01/2023
4652,BRADY MART FOOD & LIQUOR,I,"3107, BRADY ST",DAVENPORT,IA,52803,POINT (-90.569335032 41.552112993),11/01/2023
5219,KIRKWOOD LIQUOR & TOBACCO,I,"300, KIRKWOOD AVE",IOWA CITY,IA,52240,POINT (-91.531509539 41.649679729),11/01/2023
6210,BAILEY'S CONVENIENCE / SIOUX CITY,A,1203 TRI VIEW AVENUE,SIOUX CITY,IA,51104,POINT (-96.42275296 42.494634996),11/01/2023
6248,QUICK STOP / CEDAR RAPIDS,A,380 BLAIRS FERRY ROAD NORTHEAST,CEDAR RAPIDS,IA,52402,POINT (-91.638081331 42.035230218),11/01/2023
5440,QUIK-PIK,I,502 WEST ERIE ST,MISSOURI VALLEY,IA,51555,POINT (-95.900658041 41.556022983),11/01/2023
5078,CASEY'S GENERAL STORE #2096 / COUNCI,I,2301 S 24TH ST,COUNCIL BLUFFS,IA,51501,POINT (-95.878451027 41.238924983),11/01/2023
2624,HY-VEE #2 / DUBUQUE,A,2395 NW ARTERIAL RD,DUBUQUE,IA,52002,POINT (-90.744462996 42.516845992),11/01/2023
4417,KUM & GO #76 / ADAIR,A,109 S 5TH ST,ADAIR,IA,50002,POINT (-94.643508972 41.498190731),11/01/2023
6128,LANE'S CORNER STORE / WATERLOO,I,2027 FALLS AVE,WATERLOO,IA,50703,POINT (-92.372439984 42.499707012),11/01/2023
5299,PEARL CITY TOBACCO & LIQUOR OUTLET,I,"200, GREEN STREET",MUSCATINE,IA,52761,POINT (-91.058069976 41.413880992),11/01/2023
5760,CASEY'S GENERAL STORE #72 / TIPTON,A,1107 CEDAR ST,TIPTON,IA,52772,POINT (-91.128819022 41.777495999),11/01/2023
5967,CASEY'S GENERAL STORE #1728 / RED OAK,A,1310 N BROADWAY ST,RED OAK,IA,51566,POINT (-95.232219033 41.016444001),11/01/2023
5624,CASEY'S GENERAL STORE #1065 / ASBURY,A,5505 ASBURY RD,DUBUQUE,IA,52002,POINT (-90.75838299 42.510300983),11/01/2023
5700,FLASHMART #103/PERRY,I,1219 1ST AVENUE,PERRY,IA,50020,POINT (-94.107015 41.840340994),11/01/2023
4269,TIPTON FAMILY FOODS,A,610 CEDAR ST,TIPTON,IA,52772,POINT (-91.12743802 41.771641994),11/01/2023
4778,CASEY'S GENERAL STORE #3030 / STORM LAKE,I,825 FUNDT DR,STORM LAKE,IA,50588,POINT (-95.20203 42.64495),11/01/2023
5893,CASEY'S GENERAL STORE #3880 / WATERLOO,A,1900 W RIDGEWAY AVE,WATERLOO,IA,50701,POINT (-92.392437026 42.469802016),11/01/2023
5061,CASEY'S GENERAL STORE #3382 / CEDAR,A,"560, 33RD AVE SW",CEDAR RAPIDS,IA,52404,POINT (-91.675540056 41.943475828),11/01/2023
5459,CASEY'S GENERAL STORE #1653 / CORNING,A,204 6TH ST,CORNING,IA,50841,POINT (-94.731441976 40.988260019),11/01/2023
5529,BIG 10 MART,A,2100 JFK RD,DUBUQUE,IA,52001,POINT (-90.719793965 42.508548998),11/01/2023
9002,MISSISSIPPI RIVER DISTILLERY - LECLAIRE (ET),I,303 N CODY RD,LECLAIRE,IA,52753,POINT (-90.343385996 41.599736997),11/01/2023
5131,OASIS,A,"1401, BUCHANAN ST",DES MOINES,IA,50316,POINT (-93.599255985 41.598379003),11/01/2023
3829,GARY'S FOODS / MT VERNON,A,715  1ST AVE S,MOUNT VERNON,IA,52314,POINT (-91.421601576 41.917547542),11/01/2023
5024,HAWKEYE CONVENIENCE STORES / WILEY,I,2330 WILEY BLVD SW,CEDAR RAPIDS,IA,52404,POINT (-91.726532873 41.956044869),11/01/2023
4143,BUCKY'S,A,603  E HWY 24,LAWLER,IA,52154,POINT (-92.146420988 43.068629884),11/01/2023
4577,CASEY'S GENERAL STORE #2551 / WOODWARD,A,"906, S MAIN ST",WOODWARD,IA,50276,POINT (-93.922974977 41.848751019),11/01/2023
4365,KUM & GO #222 / WEST ST GRINNELL,A,1002 WEST ST,GRINNELL,IA,50112,POINT (-92.72713103 41.74510602),11/01/2023
5213,GARNER ONE STOP,A,"2506, 280TH  ST",MONTROSE,IA,52639,POINT (-91.429909976 40.551592997),11/01/2023
5611,CASEY'S GENERAL STORE #2908 / ANAMOSA,A,1752 HWY 64 E,ANAMOSA,IA,52205,POINT (-91.263157963 42.103598007),11/01/2023
4582,JIFFY #926 / SPIRIT LAKE,A,"2402, 17TH ST",SPIRIT LAKE,IA,51360,POINT (-95.126720963 43.423557991),11/01/2023
3628,WAL-MART 1528 / CEDAR RAPIDS,A,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,POINT (-91.681949697 42.031937638),11/01/2023
6063,CASEY'S GENERAL STORE #2406 / PLEASANT HILL,A,1125 N HICKORY BLVD,PLEASANT HILL,IA,50327,POINT (-93.51636198 41.600227003),11/01/2023
6175,MALCOM GAS & FOOD / MALCOM,A,203 MONTEZUMA STREET,MALCOM,IA,50157,POINT (-92.552475972 41.706485018),11/01/2023
6070,BIG 10 MART #11 / DUBUQUE,A,3300 ASBURY RD,DUBUQUE,IA,52001,POINT (-90.720932982 42.512848998),11/01/2023
6188,SPARKY'S ONE STOP / LAKE VIEW,A,HWY 71 & HWY 175,LAKE VIEW,IA,51450,POINT (-94.955350019 42.310949989),11/01/2023
6296,JET STOP / FAIRFIELD,A,120 EAST BURLINGTON AVENUE,FAIRFIELD,IA,52556,POINT (-91.961521959 41.006371007),11/01/2023
2559,HY-VEE FOOD STORE (1009) / ALBIA,A,301 HWY. 34 WEST,ALBIA,IA,52531,POINT (-92.813021984 41.016764986),11/01/2023
5329,DIVA & TEJ GAS & FOOD,A,2293 HWY 30,GRAND MOUNDS,IA,52751,POINT (-90.646804017 41.827666006),11/01/2023
5153,OAK STREET STATION LLC,A,2403 US HWY 18,INWOOD,IA,51240,POINT (-96.441239668 43.302023047),11/01/2023
4497,CASEY'S GENERAL STORE #20 / ALDEN,A,"1008, GRAND",ALDEN,IA,50006,POINT (-93.380265019 42.514707014),11/01/2023
5994,HAWKEYE SMOKE AND LIQUOR / IOWA CITY,A,108 E. COLLEGE ST,IOWA CITY,IA,52240,POINT (-91.534203231 41.659122404),11/01/2023
4231,FAREWAY STORES #719 / LE MARS,A,115 PLYMOUTH ST NE,LE MARS,IA,51031,POINT (-96.164731375 42.79312031),11/01/2023
5557,CASEY'S GENERAL STORE #2014 / FORT DODGE,A,2206 2ND AVE N,FORT DODGE,IA,50501,POINT (-94.167543992 42.508692999),11/01/2023
5521,CASEY'S GENERAL STORE #3640 / WAUKEE,A,870 NE ALICE'S RD,WAUKEE,IA,50263,POINT (-93.85354499 41.628731006),11/01/2023
6195,DT LIQUOR LLC / DEWITT,A,301 11TH STREET,DEWITT,IA,52742,POINT (-90.534765967 41.826022985),11/01/2023
010058,WEST SIDE GROCERY,A,1802 WEST 7TH STREET,DAVENPORT,IA,52802,POINT (-90.601321967 41.526941006),11/01/2023
6153,OSKALOOSA WATERING HOLE,I,1911 17TH AVE E,OSKALOOSA,IA,52577,POINT (-92.622509037 41.279237997),11/01/2023
5797,CASEY'S GENERAL STORE #1649 / WAVERLY,A,1312 W BREMER AVE,WAVERLY,IA,50677,POINT (-92.486809042 42.726101001),11/01/2023
6031,CASEY'S GENERAL STORE #2846 / MAQUOKETA,A,104 WESTGATE DR,MAQUOKETA,IA,52060,POINT (-90.681439969 42.068018002),11/01/2023
6314,JET STOP MILTON / MILTON,A,109 E HWY 2,MILTON,IA,52570,POINT (-92.161055008 40.667641997),11/01/2023
2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,A,1422 FLAMMANG DR,WATERLOO,IA,50702,POINT (-92.327689003 42.45826902),11/01/2023
4721,WALGREENS #05044 / BURLINGTON,A,3245 AGENCY ST,BURLINGTON,IA,52601,POINT (-91.140697017 40.814390011),11/01/2023
010041,HY-VEE (1516) / PELLA,A,118 SOUTHEAST 9TH STREET,PELLA,IA,50219,POINT (-92.902380029 41.395982989),11/01/2023
5366,LIQUOR BEER & TOBACCO OUTLET,A,1908 CLARK ST,CHARLES CITY,IA,50616,POINT (-92.662068015 43.058837998),11/01/2023
5335,EXPO LIQUOR,A,1810 STATE STREET,BETTENDORF,IA,52722,POINT (-90.506891026 41.525557992),11/01/2023
4554,KUM & GO #229 / SIOUX CITY,A,1821 HAMILTON BLVD,SIOUX CITY,IA,51103,POINT (-96.417620972 42.510243986),11/01/2023
4766,KEYWEST CONOCO / DUBUQUE,A,2150 TWIN VALLEY DR,DUBUQUE,IA,52003,POINT (-90.674292972 42.460396012),11/01/2023
010287,BREW OIL #80 / WEST DES MOINES,A,136 1ST STREET,WEST DES MOINES,IA,50265,POINT (-93.703726015 41.570836991),11/01/2023
010178,BANI'S / CEDAR FALLS,A,2128 COLLEGE STREET,CEDAR FALLS,IA,50613,POINT (-92.455384029 42.518088986),11/01/2023
4011,JIM AND CHARLIES AFFILIATED,A,121 NORTH CLINTON,ALBIA,IA,52531,POINT (-92.808752997 41.028661002),11/01/2023
2603,HY-VEE WINE AND SPIRITS / BETTENDORF,A,2890 DEVILS GLEN ROAD,BETTENDORF,IA,52722,POINT (-90.483805647 41.55235808),11/01/2023
2655,HY-VEE FOOD STORE / CLARINDA,A,1200 S 16TH ST,CLARINDA,IA,51632,POINT (-95.036174029 40.726773013),11/01/2023
5510,KUM & GO #1443 / WILLIAMSBURG,A,2177 M AVE,WILLIAMSBURG,IA,52361,POINT (-92.066850966 41.690911987),11/01/2023
010209,CRESTON LIQUORS / CRESTON,A,804 LAUREL STREET STE A,CRESTON,IA,50801,POINT (-94.37373202 41.047443003),11/01/2023
5899,FORT DODGE SMOKE SHOP,I,1923 5TH AVE S,FORT DODGE,IA,50501,POINT (-94.171103031 42.500938984),11/01/2023
5636,BIG DISCOUNT LIQUOR / CEDAR RAPIDS,A,5427  CENTER POINT RD,CEDAR RAPIDS,IA,52402,POINT (-91.668913156 42.033425761),11/01/2023
010074,COSTCO WHOLESALE #1630 / ANKENY,A,4000 NE SPECTRUM DRIVE,ANKENY,IA,50021,POINT (-93.565134987 41.763819292),11/01/2023
5921,CASEY'S GENERAL STORE #2099 / CLIVE,A,2250 WOODLANDS PKWY,CLIVE,IA,50325,POINT (-93.800950979 41.614332991),11/01/2023
010133,LATIMER GROCERY / LATIMER,A,110 NORTH AKIR STREET,LATIMER,IA,50452,POINT (-93.368070523 42.763884777),11/01/2023
3942,TWIN TOWN LIQUOR,A,104 HIGHWAY 30 WEST,TOLEDO,IA,52342,POINT (-92.581644406 41.98241002),11/01/2023
5748,CASEY'S GENERAL STORE #1887 / CEDAR FALLS,A,2425 CENTER ST,CEDAR FALLS,IA,50613,POINT (-92.455409007 42.558440013),11/01/2023
2668,HY-VEE FOOD STORE / LEON,A,1004 W 1ST ST,LEON,IA,50144,POINT (-93.757804965 40.740376003),11/01/2023
010191,WEVER JUNCTION INC / WEVER,A,1621 GREEN BAY ROAD,WEVER,IA,52658,POINT (-91.227292973 40.71694498),11/01/2023
8801,THEW BREWING COMPANY,I,301 2ND AVE SW,CEDAR RAPIDS,IA,52403,POINT (-91.675164379 41.974419468),11/01/2023
010158,BP EXPRESS / WEST UNION,A,300 IOWA 150,WEST UNION,IA,52175,POINT (-91.814347842 42.958122379),11/01/2023
5003,FAMOUS LIQUORS,A,2604 W LOCUST ST,DAVENPORT,IA,52804,POINT (-90.615705983 41.539010988),11/01/2023
5715,RAYSMARKET,I,3452 LAFAYETTE ROAD,EVANSDALE,IA,50707,POINT (-92.291921998 42.478101986),11/01/2023
5383,CASEY'S GENERAL STORE # 1753/ NORTHWOOD,A,101 8TH ST. N,NORTHWOOD,IA,50459,POINT (-93.220356998 43.445451983),11/01/2023
6026,MOD / KEOKUK,A,3345 MAIN ST,KEOKUK,IA,52632,POINT (-91.405962962 40.418204982),11/01/2023
4192,FAREWAY STORES #044 / BETTENDORF,A,3800 BELMONT RD,BETTENDORF,IA,52722,POINT (-90.480167005 41.557247998),11/01/2023
2685,HY-VEE -GARNER,A,255 WEST US HWY 18,GARNER,IA,50438,POINT (-93.603972985 43.105297002),11/01/2023
4301,SAHOTA FOOD MART,A,1805 SE 14TH ST,DES MOINES,IA,50320,POINT (-93.596602023 41.572408011),11/01/2023
4291,FAREWAY STORES #597 / CRESTON,A,105 E ADAMS ST,CRESTON,IA,50801,POINT (-94.360719032 41.058195015),11/01/2023
6327,PRIMESTAR / MARENGO,A,395 WESTERN AVENUE,MARENGO,IA,52301,POINT (-92.074748982 41.792989989),11/01/2023
010038,KUM & GO #1074 / WDM,A,330 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,50266,POINT (-93.810080967 41.571369996),11/01/2023
4634,KWIK SHOP #565 / CEDAR RAPIDS,I,"4201, CENTER POINT RD NE",CEDAR RAPIDS,IA,52402,POINT (-91.66612391 42.021784052),11/01/2023
5420,CASEY'S GENERAL STORE # 2212/ CEDAR RAPIDS,A,130 41ST AVE. DR. SW,CEDAR RAPIDS,IA,52404,POINT (-91.656274838 41.938214005),11/01/2023
6048,MOD / FORT MADISON,A,1531 AVE H,FORT MADISON,IA,52627,POINT (-91.326019974 40.630525002),11/01/2023
6164,OELWEIN LIQUOR & VAPE,I,801 E CHARLES ST,OELWEIN,IA,50662,POINT (-91.902341029 42.679208989),11/01/2023
6301,JET STOP BONAPARTE / BONAPARTE,A,202 WASHINGTON STREET,BONAPARTE,IA,52620,POINT (-91.80127204 40.698778001),11/01/2023
9034,CATS EYE DISTILLERY LLC (ET),I,4860 HEATHERSTONE RD,BETTENDORF,IA,52722,POINT (-90.455321032 41.571067996),11/01/2023
5904,HARPERS ONE STOP / HARPERS FERRY,I,125 JEFFERSON AVE,HARPERS FERRY,IA,52146,POINT (-91.155124032 43.203187991),11/01/2023
010021,WORLD CLASS LIQUOR AND TOBACCO / BONDURANT,A,96 PAINE CIRCLE SE 1 & 2,BONDURANT,IA,50035,POINT (-93.450674011 41.69868901),11/01/2023
5755,CASEY'S GENERAL STORE #0007 / OTTUMWA,A,1001 E MAIN ST,OTTUMWA,IA,52501,POINT (-92.401317988 41.010994004),11/01/2023
010094,CASEY'S #6134 / COUNCIL BLUFFS,A,3501 WEST BROADWAY,COUNCIL BLUFFS,IA,51501,POINT (-95.902677996 41.261584997),11/01/2023
4684,INDY 66 #928 / INDIANOLA,A,1201 N JEFFERSON,INDIANOLA,IA,50125,POINT (-93.559056964 41.37167702),11/01/2023
5347,KUM & GO #1097 / 50TH WDM,A,220 50TH ST,WEST DES MOINES,IA,50265,POINT (-93.771377026 41.572201984),11/01/2023
5573,CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,A,1201 1ST AVE SE,CEDAR RAPIDS,IA,52402,POINT (-91.657239009 41.984725353),11/01/2023
5977,CASEY'S GENERAL STORE #2305 / BELMOND,A,303 RIVER AVE S,BELMOND,IA,50421,POINT (-93.616396977 42.843823993),11/01/2023
6291,JET STOP BURLINGTON SOUTH / BURLINGTON,A,901 SOUTH STREET,BURLINGTON,IA,52601,POINT (-91.107977001 40.795896012),11/01/2023
9935,OKOBOJI WINES,I,2302 165TH ST.,SPIRIT LAKE,IA,51360,POINT (-95.131948001 43.408048997),11/01/2023
3773,BENZ DISTRIBUTING,A,501 7TH AVE SE,CEDAR RAPIDS,IA,52401,POINT (-91.659639837 41.975513265),11/01/2023
2514,HY-VEE DRUGSTORE / MARION,I,2790 7TH AVENUE,MARION,IA,52302,POINT (-91.582464972 42.033733),11/01/2023
010138,BRADY MART / DAVENPORT,A,3107 NORTH BRADY STREET,DAVENPORT,IA,52803,POINT (-90.569335032 41.552112993),11/01/2023
010077,HAWKS SMOKE SHOP / MARION,A,1396 7TH AVE,MARION,IA,52302,POINT (-91.594720405 42.033347312),11/01/2023
4516,CASEY'S GENERAL STORE #1569 / OAKLAND,A,205 BROWN ST,OAKLAND,IA,51560,POINT (-95.3998463 41.304900812),11/01/2023
2637,HY-VEE #5 / DAVENPORT,A,2351 W LOCUST,DAVENPORT,IA,52804,POINT (-90.612322963 41.536627007),11/01/2023
010262,JAY BROS / WILLIAMS,A,3065 220TH STREET,WILLIAMS,IA,50271,POINT (-93.565699036 42.471823982),11/01/2023
010275,UNIVERSITY MARKET / DES MOINES,A,2231 EAST UNIVERSITY AVENUE,DES MOINES,IA,50317,POINT (-93.575504019 41.600062005),11/01/2023
6306,WINE & SPIRITS SHOPPE OF ALGONA / ALGONA,A,111 SOUTH PHILLIPS STREET,ALGONA,IA,50511,POINT (-94.22678161 43.068718928),11/01/2023
5936,CJ'S CONVENIENCE STORE / ELKADER,I,107 1ST ST SW,ELKADER,IA,52043,POINT (-91.404680028 42.853593017),11/01/2023
2700,HY-VEE DOLLAR FRESH - EMMETSBURG,A,3402 MAIN STREET,EMMETSBURG,IA,50536,POINT (-94.69342401 43.111107002),11/01/2023
3611,LOGAN SUPER FOODS,A,403 E 6TH,LOGAN,IA,51546,POINT (-95.786122017 41.644505999),11/01/2023
5669,GUDDI MART / WATERLOO,I,306 BYRON AVE,WATERLOO,IA,50702,POINT (-92.35337501 42.480018005),11/01/2023
010230,FAST LANE / BURLINGTON,A,1532 OSBORN STREET,BURLINGTON,IA,52601,POINT (-91.112269038 40.82448002),11/01/2023
4068,SA PETRO MART,I,136  1ST ST,WEST DES MOINES,IA,50265,POINT (-93.703726015 41.570836991),11/01/2023
5083,CENTRAL MART,I,"1203, TRI VIEW AVE",SIOUX CITY,IA,51104,POINT (-96.42275296 42.494634996),11/01/2023
9902,MISSISSIPPI RIVER DISTILLING CO - LECLAIRE (SAMPLE),I,303 N CODY ROAD,LECLAIRE,IA,52753,POINT (-90.343385996 41.599736997),11/01/2023
5285,CROSSROADS OF HUMBOLDT,I,411 13TH STREET,HUMBOLDT,IA,50548,POINT (-94.226458964 42.71579499),11/01/2023
4535,CASEY'S GENERAL STORE #2421 / DUBUQUE,A,4003 PERU RD,DUBUQUE,IA,52001,POINT (-90.67647696 42.539230996),11/01/2023
6236,WESTSIDE SPIRITS / CEDAR RAPIDS,A,3330 16TH AVE. SW,CEDAR RAPIDS,IA,52404,POINT (-91.715523662 41.96408718),11/01/2023
5106,RANDY'S NEIGHBORHOOD MARKET,A,622 10TH  ST,DEWITT,IA,52742,POINT (-90.540206996 41.825589012),11/01/2023
6096,BREW OIL #41 / ALBERT CITY,A,5101 230TH ST,ALBERT CITY,IA,50510,POINT (-94.953318018 42.777832719),11/01/2023
5962,CASEY'S GENERAL STORE #62 / POMEROY,A,730 S EAST ST,POMEROY,IA,50575,POINT (-94.678655013 42.542338),11/01/2023
5596,PIRILLO BEVERAGE,I,1011 S FREDERICK,OELWEIN,IA,50662,POINT (-91.913144967 42.663094989),11/01/2023
4911,CASEY'S GENERAL STORE #1061 / PRINCETON,A,500 HWY 67 N,PRINCETON,IA,52768,POINT (-90.34161096 41.678269981),11/01/2023
4737,WALGREENS #11330 / STORM LAKE,A,800 LAKE AVE,STORM LAKE,IA,50588,POINT (-95.201525006 42.647084004),11/01/2023
3041,SHUGAR'S  / COLFAX,I,28 E HOWARD,COLFAX,IA,50054,POINT (-93.244679018 41.678220989),11/01/2023
6269,"NEIGHBORHOOD FOOD, LIQUOR & TOBACCO / CEDAR RAPIDS",A,1601 6TH ST SW,CEDAR RAPIDS,IA,52404,POINT (-91.676732214 41.961545032),11/01/2023
6058,PANTHER TRAVEL CENTER / CEDAR FALLS,A,1525 W RIDGEWAY AVE,CEDAR FALLS,IA,50613,POINT (-92.463930972 42.470100998),11/01/2023
6080,CHEEMA GAS AND LIQUORS / NEW SHARON,I,202 S MAIN ST,NEW SHARON,IA,50207,POINT (-92.651245972 41.46860099),11/01/2023
4949,RIVER DRIVE SMOKE SHOP,A,"828, W RIVER DR",DAVENPORT,IA,52802,POINT (-90.585717964 41.520413012),11/01/2023
5482,IOWA MINI MART,A,234 W 3RD ST,DAVENPORT,IA,52801,POINT (-90.57646099 41.522682999),11/01/2023
4255,FAREWAY STORES #058 / ORANGE CITY,A,512  8TH SE,ORANGE CITY,IA,51041,POINT (-96.05239203 42.996877),11/01/2023
2238,ADVENTURELAND INN,I,305 34TH AVE NW LIQUOR STORAGE,ALTOONA,IA,50009,POINT (-93.502375015 41.652865983),11/01/2023
2647,HY-VEE #7 / CEDAR RAPIDS,A,5050 EDGEWOOD RD,CEDAR RAPIDS,IA,52411,POINT (-91.698522983 42.029484381),11/01/2023
5373,SODES GREEN ACRE,A,7 GOETHE STREET SUITE B,GUTTENBERG,IA,52052,POINT (-91.09622004 42.783044005),11/01/2023
4500,CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,A,595 N KANSAS AVE,NORTH LIBERTY,IA,52317,POINT (-91.637613704 41.751903743),11/01/2023
5544,CASEY'S GENERAL STORE #2834 / LENOX,A,501 N BROOKS ST,LENOX,IA,50851,POINT (-94.565972981 40.88586099),11/01/2023
6016,CASEY'S GENERAL STORE #2467 / CLARINDA,A,318 E WASHINGTON STREET,CLARINDA,IA,51632,POINT (-95.034793026 40.739588021),11/01/2023
5991,CASEY'S GENERAL STORE #1827 / KNOXVILLE,A,1007 N LINCOLN ST,KNOXVILLE,IA,50138,POINT (-93.109213967 41.327119996),11/01/2023
4393,KUM & GO #206 / CLIVE,A,1725 NW 86TH ST,CLIVE,IA,50325,POINT (-93.735560986 41.607205985),11/01/2023
4110,"BROTHERS MARKET, INC.",A,706 HIGHWAY 57,PARKERSBURG,IA,50665,POINT (-92.785272017 42.56975202),11/01/2023
6132,DUBUQUE WINE & SPIRITS,A,3305 ASBURY RD,DUBUQUE,IA,52002,POINT (-90.721232971 42.51213201),11/01/2023
2596,HY-VEE OTTUMWA#2,A,2453 NORTH COURT,OTTUMWA,IA,52501,POINT (-92.409290016 41.049530013),11/01/2023
5787,CASEY'S GENERAL STORE #2699 / ESSEX,A,1482 STATE HWY 48,ESSEX,IA,51638,POINT (-95.299548786 40.842106261),11/01/2023
6199,BLIND PIG COCKTAIL BODEGA WEST DES MOINES,A,222 1 HALF 5TH STREET VALLEY JUNCTION,WEST DES MOINES,IA,50265,POINT (-93.70889 41.57177),11/01/2023
5931,THRIFTWAY / LA PORTE CITY,A,304 4TH ST,LA PORTE CITY,IA,50651,POINT (-92.190131998 42.316593985),11/01/2023
5107,KUM & GO #4098 / WINDSOR HEIGHTS,A,7229 UNIVERSITY AVE,WINDSOR HEIGHTS,IA,50311,POINT (-93.717312996 41.600730001),11/01/2023
6220,PRIME WINE AND SPIRITS / MASON CITY,A,1104 NORTH FEDERAL AVENUE,MASON CITY,IA,50401,POINT (-93.201484975 43.16224801),11/01/2023
3713,WAL-MART 0810 / MASON CITY,A,4151 4TH ST SW,MASON CITY,IA,50401,POINT (-93.262495004 43.145527999),11/01/2023
5289,YESWAY STORE # 10020/ STORY CITY,A,527 PARK AVE,STORY CITY,IA,50248,POINT (-93.597997024 42.186840993),11/01/2023
5287,YESWAY STORE # 1029/ CLARION,A,300 CENTRAL AVE W,CLARION,IA,50525,POINT (-93.735671962 42.731415002),11/01/2023
5889,SUPER QUICK LIQUOR / WDM,A,1800 22ND ST,WEST DES MOINES,IA,50266,POINT (-93.736764041 41.599012004),11/01/2023
